MBS 2004-07,2004-12-28,2004-12,5803,405371708.201,405371708,1386321,1570366,0.34,403801342,0.1,0
MBS 2004-06,2004-11-30,2004-12,4546,309948589.309,308832809,1483260,1972518,0.48,306860291,0.1,0
MBS 2004-06,2004-11-30,2004-11,4546,309948589.309,309948589,1031391,1115780,0.33,308832809,0.1,0
MBS 2004-05,2004-10-28,2004-12,5209,353490759.546,350352116,3013229,4106153,0.86,346245963,0.1,0
MBS 2004-05,2004-10-28,2004-11,5209,353490759.546,352522056,221600,2169940,0.06,350352116,0.1,0
MBS 2004-05,2004-10-28,2004-10,5209,353490759.546,353490760,60000,968704,0.02,352522056,0.1,0
MBS 2004-04,2004-09-23,2004-12,5708,391296863.979,383730539,3055698,4355331,0.8,379375208,0.1,0
MBS 2004-04,2004-09-23,2004-11,5708,391296863.979,386049028,144252,2318489,0.04,383730539,0.1,0
MBS 2004-04,2004-09-23,2004-10,5708,391296863.979,389496097,2882958,3447069,0.74,386049028,0.1,0
MBS 2004-04,2004-09-23,2004-09,5708,391296863.979,391296864,1495463,1916517,0.38,389380347,0.1,0
MBS 2004-03,2004-08-18,2004-12,7631,550507402.806,535208583,4649630,6186848,0.87,529021735,0.1,0
MBS 2004-03,2004-08-18,2004-11,7631,550507402.806,539811555,3384654,4602972,0.63,535208583,0.1,0
MBS 2004-03,2004-08-18,2004-10,7631,550507402.806,544115845,3031230,4304290,0.56,539811555,0.1,0
MBS 2004-03,2004-08-18,2004-09,7631,550507402.806,548578127,2408562,4462282,0.44,544115845,0.1,0
MBS 2004-03,2004-08-18,2004-08,7631,550507402.806,550507403,0,1929276,0,548578127,0.1,0
MBS 2004-02,2004-07-28,2004-12,6400,401909561.169,391051254,2503010,3055669,0.64,387995585,0.1,0
MBS 2004-02,2004-07-28,2004-11,6400,401909561.169,393267794,1911373,2216540,0.49,391051254,0.1,0
MBS 2004-02,2004-07-28,2004-10,6400,401909561.169,396874887,3169681,3607093,0.8,393267794,0.1,0
MBS 2004-02,2004-07-28,2004-09,6400,401909561.169,398941530,1633239,2066643,0.41,396874887,0.1,0
MBS 2004-02,2004-07-28,2004-08,6400,401909561.169,400912080,1562897,1970550,0.39,398941530,0.1,0
MBS 2004-02,2004-07-28,2004-07,6400,401909561.169,401908561,740148,996481,0.18,400912080,0.1,0
MBS 2004-01,2004-06-15,2004-12,7515,545645546.244,525185916,3682047,4975155,0.7,520210761,0.1,0
MBS 2004-01,2004-06-15,2004-11,7515,545645546.244,529633440,3169074,4447524,0.6,525185916,0.1,0
MBS 2004-01,2004-06-15,2004-10,7515,545645546.244,533496972,2218632,3863532,0.42,529633440,0.1,0
MBS 2004-01,2004-06-15,2004-09,7515,545645546.244,535780476,1536187,2283504,0.29,533496972,0.1,0
MBS 2004-01,2004-06-15,2004-08,7515,545645546.244,539071836,2260216,3291360,0.42,535780476,0.1,0
MBS 2004-01,2004-06-15,2004-07,7515,545645546.244,542008681,1959703,2936845,0.36,539071836,0.1,0
MBS 2004-01,2004-06-15,2004-06,7515,545645546.244,545645546,2807339,3636865,0.51,542008681,0.1,0